user_id,first_name,last_name,age,gender,country,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device
user_00128,Veronica,Evans,34,F,Canada,Premium,2022-10-02,1,33.64,Gaming Console
user_00129,Patricia,Hall,46,F,USA,Premium,2025-04-13,1,8.2,Tablet
user_00130,Sarah,Martin,48,M,USA,Basic,2023-09-26,1,21.24,Smart TV
user_00131,Cassie,Novak,54,M,USA,Basic,2023-04-09,1,13.08,Mobile
user_00132,Christopher,James,61,F,USA,Basic,2022-08-07,1,,Laptop
user_00133,Dakota,Gomez,18,F,Canada,Standard,2023-10-29,1,2.83,Laptop
user_00134,Joseph,Brown,59,F,Canada,Premium+,2023-09-01,1,4.01,Desktop
user_00135,Martin,Brock,16,M,USA,Premium,2023-07-19,1,15.86,Gaming Console
user_00136,Tammy,Nguyen,7,F,USA,Premium,2024-05-12,1,16.3,Laptop
user_00137,Marie,Fuentes,26,F,USA,Basic,2023-05-05,0,2.86,Gaming Console
user_00138,Amanda,Stephens,32,F,USA,Standard,2024-07-11,1,35.61,Laptop
user_00139,Jonathan,Griffin,45,F,USA,Standard,2023-08-15,1,17.44,Laptop
user_00140,Michael,Gibson,51,M,USA,Standard,2024-10-01,0,22.42,Smart TV
user_00141,Erica,Spears,34,Prefer not to say,USA,Premium+,2025-06-17,1,,Tablet
user_00142,Shannon,Price,,M,USA,Basic,2024-04-25,1,14,Desktop
user_00143,Candice,Matthews,36,F,USA,Basic,2025-05-04,1,13.02,Smart TV
user_00144,William,Carlson,59,F,Canada,Standard,2024-04-01,1,38.32,Laptop
user_00145,Todd,Ochoa,,F,USA,Premium+,2024-01-19,1,10.81,Mobile
user_00146,Kimberly,Dunn,29,M,USA,Premium+,2024-11-11,0,23.27,Gaming Console
user_00147,Nancy,Cole,30,F,USA,Premium,2023-03-20,1,24.56,Smart TV
user_00148,Ashley,Carlson,9,F,USA,Premium,2024-04-20,1,7.45,Gaming Console
user_00149,John,Poole,18,F,Canada,Standard,2023-09-17,1,2.54,Gaming Console
user_00150,Shawn,Murphy,44,M,Canada,Premium+,2024-12-21,1,16.45,Gaming Console
user_00151,Amy,Knight,25,M,USA,Premium,2022-11-19,1,5.53,Laptop
user_00152,Nicole,Moore,23,M,USA,Premium,2024-07-30,1,11.15,Smart TV
user_00153,Jason,Anderson,25,F,USA,Standard,2025-07-20,1,11.84,Desktop
user_00154,Lawrence,Taylor,51,F,Canada,Basic,2024-05-31,1,18.18,Smart TV
user_00155,Christopher,Taylor,43,F,Canada,Premium,2024-12-16,1,18.64,Mobile
user_00156,Kimberly,Abbott,31,M,USA,Basic,2024-10-29,1,,Tablet
user_00157,Allison,Hatfield,,,USA,Standard,2023-09-06,1,2.88,Tablet
user_00158,Sandra,Hunter,15,Other,USA,Premium,2023-06-02,1,27.31,Laptop
user_00159,Kyle,Blair,28,F,USA,Basic,2023-12-11,1,,Desktop
user_00160,Tyler,Mills,11,M,USA,Premium,2024-10-13,0,17.58,Smart TV
user_00161,Jennifer,Crawford,36,Prefer not to say,USA,Basic,2023-01-21,1,284.95,Mobile
user_00162,Brandon,Reyes,35,M,USA,Basic,2023-04-05,0,17.7,Laptop
user_00163,Harry,Finley,26,F,USA,Basic,2022-11-04,1,,Mobile
user_00164,Micheal,Cuevas,21,M,USA,Standard,2022-08-28,1,2.92,Gaming Console
user_00165,Alyssa,Barnes,35,Prefer not to say,USA,Premium,2025-05-07,1,24,Mobile
user_00166,William,Jones,38,F,USA,Standard,2023-06-17,1,16.94,Mobile
user_00167,Derek,Moore,36,,USA,Basic,2024-03-11,0,15.17,Gaming Console
user_00168,Margaret,Lewis,5,M,Canada,Standard,2023-10-10,1,14,Smart TV
user_00169,Cody,Lara,34,,USA,Standard,2023-03-07,1,19.02,Gaming Console
user_00170,Rachel,Lamb,23,M,USA,Premium,2023-02-02,1,18.12,Tablet
user_00171,Michael,Hill,28,F,USA,Basic,2024-07-11,1,10.45,Smart TV
user_00172,Dawn,Mccoy,46,F,USA,Premium,2024-03-20,1,18.23,Tablet
user_00173,Anthony,Brown,30,Prefer not to say,USA,Standard,2022-11-19,1,4.57,Gaming Console
user_00174,Savannah,Thompson,40,M,Canada,Premium,2025-06-05,1,4.41,Desktop
user_00175,Christopher,Guzman,45,F,USA,Standard,2023-08-10,1,3.87,Mobile
user_00176,Meghan,Yu,40,F,Canada,Standard,2023-07-21,0,30.07,Smart TV
user_00177,Jeffrey,Gray,16,F,Canada,Basic,2025-02-19,0,9.56,Tablet
user_00178,Mark,Young,39,F,USA,Premium,2025-01-18,1,10.85,Desktop
user_00179,Jennifer,Cruz,48,M,USA,Basic,2023-08-21,1,20.2,Gaming Console
user_00180,Andrew,Lynn,22,M,Canada,Basic,2024-10-12,1,19.68,Mobile
user_00181,Eric,Rivera,47,F,USA,Standard,2024-07-26,1,6.95,Gaming Console
user_00182,Michael,Miller,26,F,USA,Basic,2024-07-01,1,9.86,Laptop
user_00183,Christopher,Lopez,22,M,USA,Premium,2023-11-26,0,1.59,Desktop
user_00184,Elizabeth,Arellano,19,F,USA,Premium,2025-06-25,1,25.16,Mobile
user_00185,Wayne,Martinez,,M,USA,Basic,2022-12-18,1,37.61,Smart TV
user_00186,Luis,Miller,39,M,USA,Premium+,2025-05-03,1,7.45,Laptop
user_00187,Sara,Floyd,12,F,USA,Premium,2022-09-12,0,14.16,Desktop
user_00188,Brandon,Mccall,42,F,USA,Standard,2023-06-05,1,22.96,Mobile
user_00189,Joseph,Jacobs,21,M,USA,Premium,2024-10-22,1,,Mobile
user_00190,Glenn,Hood,34,M,Canada,Basic,2023-05-29,1,18.15,Desktop
user_00191,Susan,Matthews,42,F,USA,Standard,2023-06-10,1,17.15,Desktop
user_00192,William,Wells,,F,USA,Premium,2023-05-05,1,6.43,Laptop
user_00193,Jeffery,Byrd,,M,USA,Standard,2023-06-25,1,36.86,Desktop
user_00194,Jacob,Yoder,36,M,Canada,Basic,2025-07-30,1,35.16,Mobile
user_00195,Matthew,Parks,23,F,USA,Premium,2023-06-19,1,43.11,Gaming Console
user_00196,Jeffrey,Garner,20,M,Canada,Standard,2023-05-14,1,17.27,Gaming Console
user_00197,Thomas,Mason,30,M,USA,Standard,2025-07-24,1,,Desktop
user_00198,Marvin,Edwards,32,Other,USA,Standard,2024-01-20,1,5.45,Mobile
user_00199,Benjamin,Cross,46,Prefer not to say,USA,Standard,2022-08-21,1,7.38,Gaming Console
user_00200,Patrick,Jackson,36,M,USA,Standard,2023-11-20,0,4.73,Tablet
user_00201,Jeffrey,Clark,49,F,USA,Premium,2023-09-17,1,9.81,Desktop
user_00202,Hannah,Wallace,41,F,USA,Standard,2024-09-01,1,12.97,Laptop
user_00203,Justin,Jimenez,23,F,USA,Premium,2024-09-10,1,13.98,Smart TV
user_00204,Alexander,Meadows,20,Other,USA,Premium,2024-10-03,1,12.74,Tablet
user_00205,Brendan,Sawyer,52,F,USA,Basic,2024-10-19,1,13.93,Desktop
user_00206,Michael,Friedman,39,M,USA,Standard,2023-10-15,0,6.42,Laptop
user_00207,David,Jarvis,,F,USA,Basic,2023-02-16,1,24.66,Mobile
user_00208,Brandon,Pena,36,M,USA,Premium,2023-11-19,1,3.31,Smart TV
user_00209,Alexander,Wagner,2,F,Canada,Basic,2023-07-19,1,,Tablet
user_00210,Stephen,Miller,30,M,Canada,Premium,2022-11-22,1,14.28,Gaming Console
user_00211,Pamela,Pena,35,Prefer not to say,USA,Standard,2025-02-12,0,33.88,Desktop
user_00212,Aaron,Gallegos,21,M,Canada,Premium,2024-01-23,1,10.87,Mobile
user_00213,Makayla,Love,39,,USA,Standard,2024-11-25,1,10.51,Tablet
user_00214,Mary,Glass,,F,USA,Standard,2023-09-30,1,1,Mobile
user_00215,Raymond,Waller,38,M,USA,Premium,2025-02-11,1,18.18,Smart TV
user_00216,Samantha,Zavala,29,M,USA,Basic,2024-05-01,1,16.65,Laptop
user_00217,Oscar,Santiago,32,F,Canada,Standard,2024-08-19,1,8.09,Smart TV
user_00218,Christina,Newton,33,,USA,Basic,2024-08-30,0,16.68,Gaming Console
user_00219,Alexander,Harris,15,F,USA,Standard,2024-11-06,1,11.49,Gaming Console
user_00220,Nicholas,Ramirez,24,F,USA,Premium+,2022-08-08,1,24.08,Gaming Console
user_00221,Tracy,Jones,41,F,USA,Basic,2023-10-31,1,,Smart TV
user_00222,Stephanie,Barajas,36,M,USA,Standard,2025-06-17,1,7.64,Mobile
user_00223,Rhonda,Robertson,,Prefer not to say,USA,Premium,2024-02-16,1,8.77,Tablet
user_00224,Mary,Medina,45,M,Canada,Premium,2024-09-25,1,16.26,Smart TV
user_00225,Rhonda,Hughes,43,M,USA,Standard,2024-03-10,1,24.73,Desktop
user_00226,Catherine,Hubbard,38,M,USA,Standard,2023-01-20,1,10.85,Mobile
user_00227,Susan,Spencer,6,F,USA,Premium,2023-07-01,1,7.04,Mobile
user_00228,Danny,York,19,Prefer not to say,USA,Standard,2023-03-06,1,18.57,Smart TV
user_00229,Rachel,Tucker,20,M,USA,Premium,2025-01-03,1,10.38,Gaming Console
user_00230,Joshua,Taylor,13,M,USA,Basic,2024-01-17,1,10.3,Smart TV
user_00231,Jessica,Luna,25,Prefer not to say,USA,Basic,2025-04-21,1,3.57,Desktop
user_00232,Dennis,Sanders,13,M,USA,Premium,2024-11-08,0,21.77,Gaming Console
user_00233,Jeffery,Hall,40,,USA,Standard,2023-10-01,1,20.37,Laptop
user_00234,Beth,Bennett,48,M,Canada,Premium,2023-09-18,1,32.33,Desktop
user_00235,Scott,Jones,51,F,USA,Premium,2024-05-22,1,,Smart TV
user_00236,Brittany,Johnson,26,F,USA,Premium,2024-06-21,1,15.05,Smart TV
user_00237,Carol,Johns,23,M,USA,Premium,2023-02-04,1,26.57,Mobile
user_00238,Jerry,Anderson,27,Other,USA,Standard,2025-01-23,1,1.94,Laptop
user_00239,Penny,Boyd,49,M,USA,Standard,2024-12-14,1,,Desktop
user_00240,Justin,Scott,44,M,USA,Basic,2023-09-17,1,28.4,Mobile
user_00241,Jose,Cunningham,21,F,USA,Premium,2023-02-13,1,9.01,Tablet
user_00242,Julie,Logan,,M,USA,Standard,2023-01-25,1,2.03,Desktop
user_00243,Jose,Miller,31,,USA,Premium,2024-09-19,1,12.26,Gaming Console
user_00244,James,Gilbert,40,F,USA,Basic,2022-11-05,1,9.34,Desktop
user_00245,Jillian,Calhoun,47,F,USA,Standard,2024-05-27,1,4.18,Desktop
user_00246,Wesley,Arroyo,37,M,USA,Premium,2024-11-22,1,5.17,Tablet
user_00247,Jonathan,Schultz,21,F,USA,Standard,2024-02-19,1,16.27,Desktop
user_00248,Charles,Woods,56,F,USA,Standard,2024-01-30,0,17.62,Gaming Console
user_00249,Eric,Wilson,35,F,USA,Premium,2025-02-16,1,22.56,Smart TV
user_00250,Karen,Brown,37,M,Canada,Premium,2023-10-07,1,,Laptop
user_00251,Nicolas,Nguyen,52,F,USA,Basic,2023-12-31,0,20.45,Mobile
user_00252,Melissa,Hayes,,F,USA,Standard,2024-12-30,1,27.96,Tablet
user_00253,Gregory,Taylor,41,Prefer not to say,Canada,Premium,2023-10-12,1,375.3,Desktop
user_00254,Jordan,Castro,41,F,Canada,Premium,2025-03-09,1,13.06,Laptop
user_00255,Pamela,Austin,24,,USA,Premium,2023-11-07,1,7.22,Laptop
user_00256,Jennifer,Nelson,39,F,USA,Premium,2023-10-29,1,10.65,Gaming Console
user_00257,Jason,Garcia,47,F,USA,Standard,2024-02-27,1,13.96,Smart TV
user_00258,John,Ramos,38,F,USA,Premium,2022-09-09,1,859.24,Laptop
user_00259,Derek,Garza,44,M,USA,Premium,2025-04-24,1,1.95,Mobile
user_00260,Kevin,Mills,35,M,USA,Basic,2024-08-24,1,10.23,Smart TV
user_00261,Laura,Lopez,,M,Canada,Standard,2023-03-31,1,27.01,Desktop
user_00262,Melissa,Taylor,27,F,USA,Basic,2023-02-23,1,22.5,Mobile
user_00263,Jessica,Davis,36,,USA,Premium+,2024-12-10,1,,Desktop
user_00264,Joseph,Jones,37,M,USA,Standard,2025-01-13,0,13.51,Gaming Console
user_00265,James,Boyd,30,F,USA,Premium,2023-01-22,1,34.66,Tablet
user_00266,Michelle,Mcpherson,47,M,USA,Basic,2024-05-03,1,37.67,Laptop
user_00267,Nathan,Wright,65,M,USA,Basic,2023-08-26,1,5.49,Gaming Console
user_00268,Linda,Quinn,32,F,USA,Standard,2025-04-12,1,5.47,Desktop
user_00269,Mario,Hill,21,F,Canada,Premium,2024-03-17,1,28.47,Tablet
user_00270,Malik,Barrett,32,M,USA,Basic,2024-06-03,1,15.42,Mobile
user_00271,Gregory,Harris,37,F,USA,Basic,2024-07-23,0,13.87,Smart TV
user_00272,Sarah,Mcdonald,39,Other,USA,Premium,2024-12-19,1,20.08,Laptop
user_00273,Susan,Garcia,37,,Canada,Premium,2024-04-17,1,,Smart TV
user_00274,Jacqueline,Andrade,21,Prefer not to say,USA,Standard,2024-07-22,0,5.79,Tablet
user_00275,Charlene,Brooks,50,F,USA,Basic,2022-08-02,1,6.04,Mobile
user_00276,Jason,Smith,,M,USA,Premium,2023-01-20,1,8.47,Gaming Console
user_00277,Ashley,Navarro,19,F,USA,Premium,2024-05-15,0,15.41,Desktop
user_00278,Nichole,Butler,30,Prefer not to say,Canada,Basic,2024-06-26,0,20.38,Tablet
user_00279,Eric,Maddox,45,M,USA,Standard,2023-01-11,1,12.52,Laptop
user_00280,Kim,Gill,25,Prefer not to say,Canada,Premium+,2024-04-08,1,37.28,Gaming Console
user_00281,Emily,Diaz,53,Prefer not to say,USA,Premium,2023-02-03,0,11.18,Desktop
user_00282,Gina,Todd,29,F,USA,Premium,2022-08-17,1,18.78,Desktop
user_00283,Amy,Dunn,77,F,USA,Premium,2023-05-08,1,,Tablet
user_00284,Donna,Lin,,M,USA,Premium,2025-07-10,0,1.72,Laptop
user_00285,Bernard,Cook,,Prefer not to say,USA,Basic,2023-08-26,1,22.62,Laptop
user_00286,Jeremiah,Prince,13,F,USA,Basic,2023-04-22,1,6.91,Mobile
user_00287,Bianca,Huffman,18,M,USA,Standard,2024-07-21,1,,Gaming Console
user_00288,Kathy,Ali,34,M,USA,Premium,2024-12-02,1,27.12,Desktop
user_00289,Jerry,Howard,0,,USA,Standard,2024-09-20,0,30.82,Desktop
user_00290,Antonio,Schaefer,26,M,USA,Standard,2024-11-09,1,5.31,Laptop
user_00291,Richard,Franklin,43,M,Canada,Standard,2024-02-23,1,18.7,Tablet
user_00292,Angela,Lee,53,F,USA,Basic,2023-01-31,1,2.29,Tablet
user_00293,Hector,Long,43,M,USA,Premium,2025-03-26,1,3.05,Smart TV
user_00294,Christopher,Acosta,48,F,USA,Premium+,2025-04-27,1,26.48,Gaming Console
user_00295,Jessica,Roberts,,M,USA,Premium+,2022-08-15,0,4.89,Laptop
user_00296,Shawn,Miller,33,F,USA,Standard,2022-09-24,0,1.59,Tablet
user_00297,Mark,Williams,34,,USA,Premium,2025-06-26,1,18.6,Smart TV
user_00298,Kelly,Martinez,43,M,USA,Premium,2024-09-02,1,18.17,Tablet
user_00299,Ronald,Green,17,F,Canada,Standard,2024-01-23,1,,Tablet
user_00300,Colleen,Mclaughlin,36,M,Canada,Standard,2024-04-07,1,7.76,Smart TV
user_00301,Katie,Jennings,29,F,Canada,Standard,2023-03-02,1,2.33,Laptop
user_00302,Eric,Mcclain,21,M,Canada,Premium,2025-02-02,1,19.47,Mobile
user_00303,Tara,Pittman,35,M,Canada,Premium+,2023-02-23,1,6.93,Desktop
user_00304,Natalie,Hayes,22,M,USA,Standard,2023-09-16,1,2.48,Laptop
user_00305,James,Oconnor,21,Other,USA,Basic,2023-03-14,1,17.22,Tablet
user_00306,Mathew,Garcia,24,F,USA,Standard,2023-03-09,1,34.71,Tablet
user_00307,Joshua,Mullen,42,M,USA,Premium,2023-05-26,1,,Laptop
user_00308,Brent,Ruiz,,Prefer not to say,USA,Standard,2023-02-14,1,2.61,Gaming Console
user_00309,Christopher,Davis,25,F,USA,Basic,2025-03-02,1,29.46,Laptop
user_00310,Tony,Alvarez,59,F,Canada,Standard,2024-11-20,1,19.72,Laptop
user_00311,Richard,Allen,24,M,USA,Standard,2023-03-18,1,,Tablet
user_00312,Jodi,Wilson,32,F,USA,Standard,2023-07-05,1,24.84,Gaming Console
user_00313,Christopher,Clay,33,Other,Canada,Premium,2023-10-03,1,7.9,Laptop
user_00314,Veronica,Carr,32,,Canada,Standard,2025-04-15,1,34.68,Laptop
user_00315,Jacqueline,Garrett,29,M,USA,Standard,2024-07-28,1,2.12,Gaming Console
